category_name,product_name,unit_price,quantity,ortalama_birim_fiyatı,ortalama_fiyata_gore_durumu,order_id
Beverages,Laughing Lumberjack Lager,14,3,14,Ortalamaya Eşit,10775
Beverages,Laughing Lumberjack Lager,14,5,11.2,Ortalamadan Fazla,10284
Beverages,Laughing Lumberjack Lager,14,7,14,Ortalamaya Eşit,10544
Beverages,Laughing Lumberjack Lager,14,15,14,Ortalamaya Eşit,10864
Beverages,Laughing Lumberjack Lager,14,15,14,Ortalamaya Eşit,10911
Beverages,Laughing Lumberjack Lager,14,20,14,Ortalamaya Eşit,11054
Beverages,Laughing Lumberjack Lager,14,24,14,Ortalamaya Eşit,10923
Beverages,Laughing Lumberjack Lager,14,25,14,Ortalamaya Eşit,10670
Beverages,Laughing Lumberjack Lager,14,30,14,Ortalamaya Eşit,10502
Beverages,Laughing Lumberjack Lager,14,40,14,Ortalamaya Eşit,10939
Beverages,Outback Lager,15,3,15,Ortalamaya Eşit,10900
Beverages,Outback Lager,15,3,15,Ortalamaya Eşit,11057
Beverages,Outback Lager,15,4,15,Ortalamaya Eşit,10858
Beverages,Outback Lager,15,4,15,Ortalamaya Eşit,11037
Beverages,Outback Lager,15,5,12,Ortalamadan Fazla,10308
Beverages,Outback Lager,15,5,15,Ortalamaya Eşit,10810
Beverages,Outback Lager,15,6,15,Ortalamaya Eşit,10517
Beverages,Outback Lager,15,6,15,Ortalamaya Eşit,10822
Beverages,Outback Lager,15,7,15,Ortalamaya Eşit,10538
Beverages,Outback Lager,15,8,12,Ortalamadan Fazla,10420
Beverages,Outback Lager,15,8,15,Ortalamaya Eşit,10698
Beverages,Outback Lager,15,9,15,Ortalamaya Eşit,10824
Beverages,Outback Lager,15,12,12,Ortalamadan Fazla,10476
Beverages,Outback Lager,15,12,15,Ortalamaya Eşit,10842
Beverages,Outback Lager,15,12,15,Ortalamaya Eşit,11062
Beverages,Outback Lager,15,14,15,Ortalamaya Eşit,10506
Beverages,Outback Lager,15,15,15,Ortalamaya Eşit,10616
Beverages,Outback Lager,15,15,15,Ortalamaya Eşit,10640
Beverages,Outback Lager,15,20,12,Ortalamadan Fazla,10265
Beverages,Outback Lager,15,20,12,Ortalamadan Fazla,10299
Beverages,Outback Lager,15,20,15,Ortalamaya Eşit,10621
Beverages,Outback Lager,15,20,15,Ortalamaya Eşit,10991
Beverages,Outback Lager,15,21,12,Ortalamadan Fazla,10260
Beverages,Outback Lager,15,25,12,Ortalamadan Fazla,10453
Beverages,Outback Lager,15,28,15,Ortalamaya Eşit,10707
Beverages,Outback Lager,15,30,12,Ortalamadan Fazla,10315
Beverages,Outback Lager,15,30,12,Ortalamadan Fazla,10380
Beverages,Outback Lager,15,30,12,Ortalamadan Fazla,10389
Beverages,Outback Lager,15,30,15,Ortalamaya Eşit,10697
Beverages,Outback Lager,15,30,15,Ortalamaya Eşit,10846
Beverages,Outback Lager,15,30,15,Ortalamaya Eşit,10850
Beverages,Outback Lager,15,30,15,Ortalamaya Eşit,10885
Beverages,Outback Lager,15,30,15,Ortalamaya Eşit,11017
Beverages,Outback Lager,15,35,15,Ortalamaya Eşit,10780
Beverages,Outback Lager,15,40,15,Ortalamaya Eşit,10659
Beverages,Outback Lager,15,40,15,Ortalamaya Eşit,10758
Beverages,Outback Lager,15,50,15,Ortalamaya Eşit,10694
Beverages,Outback Lager,15,50,15,Ortalamaya Eşit,10880
Beverages,Outback Lager,15,60,12,Ortalamadan Fazla,10485
Beverages,Rhönbräu Klosterbier,7.75,2,7.75,Ortalamaya Eşit,10634
Beverages,Rhönbräu Klosterbier,7.75,4,6.2,Ortalamadan Fazla,10460
Beverages,Rhönbräu Klosterbier,7.75,4,7.75,Ortalamaya Eşit,11077
Beverages,Rhönbräu Klosterbier,7.75,6,6.2,Ortalamadan Fazla,10293
Beverages,Rhönbräu Klosterbier,7.75,6,6.2,Ortalamadan Fazla,10294
Beverages,Rhönbräu Klosterbier,7.75,6,6.2,Ortalamadan Fazla,10347
Beverages,Rhönbräu Klosterbier,7.75,6,7.75,Ortalamaya Eşit,10924
Beverages,Rhönbräu Klosterbier,7.75,7,7.75,Ortalamaya Eşit,10773
Beverages,Rhönbräu Klosterbier,7.75,8,7.75,Ortalamaya Eşit,10631
Beverages,Rhönbräu Klosterbier,7.75,10,6.2,Ortalamadan Fazla,10312
Beverages,Rhönbräu Klosterbier,7.75,10,6.2,Ortalamadan Fazla,10474
Beverages,Rhönbräu Klosterbier,7.75,10,7.75,Ortalamaya Eşit,10785
Beverages,Rhönbräu Klosterbier,7.75,10,7.75,Ortalamaya Eşit,10973
Beverages,Rhönbräu Klosterbier,7.75,10,7.75,Ortalamaya Eşit,10975
Beverages,Rhönbräu Klosterbier,7.75,12,6.2,Ortalamadan Fazla,10363
Beverages,Rhönbräu Klosterbier,7.75,12,7.75,Ortalamaya Eşit,10955
Beverages,Rhönbräu Klosterbier,7.75,14,7.75,Ortalamaya Eşit,10907
Beverages,Rhönbräu Klosterbier,7.75,15,7.75,Ortalamaya Eşit,10572
Beverages,Rhönbräu Klosterbier,7.75,18,7.75,Ortalamaya Eşit,10761
Beverages,Rhönbräu Klosterbier,7.75,20,7.75,Ortalamaya Eşit,10557
Beverages,Rhönbräu Klosterbier,7.75,20,7.75,Ortalamaya Eşit,10577
Beverages,Rhönbräu Klosterbier,7.75,20,7.75,Ortalamaya Eşit,10736
Beverages,Rhönbräu Klosterbier,7.75,20,7.75,Ortalamaya Eşit,10819
Beverages,Rhönbräu Klosterbier,7.75,20,7.75,Ortalamaya Eşit,10932
Beverages,Rhönbräu Klosterbier,7.75,20,7.75,Ortalamaya Eşit,10959
Beverages,Rhönbräu Klosterbier,7.75,21,7.75,Ortalamaya Eşit,10579
Beverages,Rhönbräu Klosterbier,7.75,24,6.2,Ortalamadan Fazla,10436
Beverages,Rhönbräu Klosterbier,7.75,25,7.75,Ortalamaya Eşit,10670
Beverages,Rhönbräu Klosterbier,7.75,30,6.2,Ortalamadan Fazla,10280
Beverages,Rhönbräu Klosterbier,7.75,30,7.75,Ortalamaya Eşit,10552
Beverages,Rhönbräu Klosterbier,7.75,30,7.75,Ortalamaya Eşit,10596
Beverages,Rhönbräu Klosterbier,7.75,30,7.75,Ortalamaya Eşit,10682
Beverages,Rhönbräu Klosterbier,7.75,30,7.75,Ortalamaya Eşit,10998
Beverages,Rhönbräu Klosterbier,7.75,36,6.2,Ortalamadan Fazla,10490
Beverages,Rhönbräu Klosterbier,7.75,36,7.75,Ortalamaya Eşit,10510
Beverages,Rhönbräu Klosterbier,7.75,40,7.75,Ortalamaya Eşit,10613
Beverages,Rhönbräu Klosterbier,7.75,40,7.75,Ortalamaya Eşit,10788
Beverages,Rhönbräu Klosterbier,7.75,40,7.75,Ortalamaya Eşit,10980
Beverages,Rhönbräu Klosterbier,7.75,42,7.75,Ortalamaya Eşit,10722
Beverages,Rhönbräu Klosterbier,7.75,42,7.75,Ortalamaya Eşit,10786
Beverages,Rhönbräu Klosterbier,7.75,49,7.75,Ortalamaya Eşit,10929
Beverages,Rhönbräu Klosterbier,7.75,50,6.2,Ortalamadan Fazla,10326
Beverages,Rhönbräu Klosterbier,7.75,50,7.75,Ortalamaya Eşit,10514
Beverages,Rhönbräu Klosterbier,7.75,50,7.75,Ortalamaya Eşit,10581
Beverages,Rhönbräu Klosterbier,7.75,50,7.75,Ortalamaya Eşit,10951
Beverages,Rhönbräu Klosterbier,7.75,120,7.75,Ortalamaya Eşit,10894
Beverages,Sasquatch Ale,14,10,11.2,Ortalamadan Fazla,10358
Beverages,Sasquatch Ale,14,10,11.2,Ortalamadan Fazla,10386
Beverages,Sasquatch Ale,14,10,14,Ortalamaya Eşit,10548
Beverages,Sasquatch Ale,14,10,14,Ortalamaya Eşit,10805
Beverages,Sasquatch Ale,14,10,14,Ortalamaya Eşit,10890
Beverages,Sasquatch Ale,14,12,14,Ortalamaya Eşit,10700
Beverages,Sasquatch Ale,14,14,11.2,Ortalamadan Fazla,10315
Beverages,Sasquatch Ale,14,14,14,Ortalamaya Eşit,10688
Beverages,Sasquatch Ale,14,20,11.2,Ortalamadan Fazla,10287
Beverages,Sasquatch Ale,14,20,11.2,Ortalamadan Fazla,10438
Beverages,Sasquatch Ale,14,20,14,Ortalamaya Eşit,10937
Beverages,Sasquatch Ale,14,30,14,Ortalamaya Eşit,10757
Beverages,Sasquatch Ale,14,30,14,Ortalamaya Eşit,11063
Beverages,Sasquatch Ale,14,35,11.2,Ortalamadan Fazla,10483
Beverages,Sasquatch Ale,14,35,14,Ortalamaya Eşit,11066
Beverages,Sasquatch Ale,14,36,11.2,Ortalamadan Fazla,10367
Beverages,Sasquatch Ale,14,40,14,Ortalamaya Eşit,10573
Beverages,Sasquatch Ale,14,60,14,Ortalamaya Eşit,10990
Beverages,Sasquatch Ale,14,90,14,Ortalamaya Eşit,11008
Beverages,Steeleye Stout,18,3,18,Ortalamaya Eşit,10521
Beverages,Steeleye Stout,18,3,18,Ortalamaya Eşit,10870
Beverages,Steeleye Stout,18,4,14.4,Ortalamadan Fazla,10281
Beverages,Steeleye Stout,18,4,18,Ortalamaya Eşit,10589
Beverages,Steeleye Stout,18,4,18,Ortalamaya Eşit,10864
Beverages,Steeleye Stout,18,6,18,Ortalamaya Eşit,10553
Beverages,Steeleye Stout,18,6,18,Ortalamaya Eşit,10836
Beverages,Steeleye Stout,18,8,14.4,Ortalamadan Fazla,10444
Beverages,Steeleye Stout,18,8,18,Ortalamaya Eşit,10831
Beverages,Steeleye Stout,18,9,18,Ortalamaya Eşit,10697
Beverages,Steeleye Stout,18,10,14.4,Ortalamadan Fazla,10321
Beverages,Steeleye Stout,18,10,18,Ortalamaya Eşit,10921
Beverages,Steeleye Stout,18,15,18,Ortalamaya Eşit,10789
Beverages,Steeleye Stout,18,15,18,Ortalamaya Eşit,11002
Beverages,Steeleye Stout,18,18,18,Ortalamaya Eşit,11046
Beverages,Steeleye Stout,18,20,14.4,Ortalamadan Fazla,10261
Beverages,Steeleye Stout,18,20,18,Ortalamaya Eşit,10551
Beverages,Steeleye Stout,18,20,18,Ortalamaya Eşit,10578
Beverages,Steeleye Stout,18,20,18,Ortalamaya Eşit,10587
Beverages,Steeleye Stout,18,20,18,Ortalamaya Eşit,10821
Beverages,Steeleye Stout,18,21,18,Ortalamaya Eşit,10720
Beverages,Steeleye Stout,18,24,18,Ortalamaya Eşit,11039
Beverages,Steeleye Stout,18,25,18,Ortalamaya Eşit,10845
Beverages,Steeleye Stout,18,30,14.4,Ortalamadan Fazla,10398
Beverages,Steeleye Stout,18,30,18,Ortalamaya Eşit,10546
Beverages,Steeleye Stout,18,30,18,Ortalamaya Eşit,10595
Beverages,Steeleye Stout,18,30,18,Ortalamaya Eşit,10623
Beverages,Steeleye Stout,18,30,18,Ortalamaya Eşit,10868
Beverages,Steeleye Stout,18,35,14.4,Ortalamadan Fazla,10400
Beverages,Steeleye Stout,18,35,18,Ortalamaya Eşit,10740
Beverages,Steeleye Stout,18,40,14.4,Ortalamadan Fazla,10390
Beverages,Steeleye Stout,18,40,18,Ortalamaya Eşit,10957
Beverages,Steeleye Stout,18,60,14.4,Ortalamadan Fazla,10424
Beverages,Steeleye Stout,18,60,18,Ortalamaya Eşit,11035
Beverages,Steeleye Stout,18,70,14.4,Ortalamadan Fazla,10324
Beverages,Steeleye Stout,18,100,14.4,Ortalamadan Fazla,10286
Condiments,Aniseed Syrup,10,4,10,Ortalamaya Eşit,11077
Condiments,Aniseed Syrup,10,6,10,Ortalamaya Eşit,10702
Condiments,Aniseed Syrup,10,14,10,Ortalamaya Eşit,10591
Condiments,Aniseed Syrup,10,20,8,Ortalamadan Fazla,10485
Condiments,Aniseed Syrup,10,20,10,Ortalamaya Eşit,10742
Condiments,Aniseed Syrup,10,20,10,Ortalamaya Eşit,10764
Condiments,Aniseed Syrup,10,25,10,Ortalamaya Eşit,11017
Condiments,Aniseed Syrup,10,30,8,Ortalamadan Fazla,10289
Condiments,Aniseed Syrup,10,30,10,Ortalamaya Eşit,10857
Condiments,Aniseed Syrup,10,49,10,Ortalamaya Eşit,10849
Condiments,Aniseed Syrup,10,50,8,Ortalamadan Fazla,10405
Condiments,Aniseed Syrup,10,60,10,Ortalamaya Eşit,10540
Condiments,Chef Anton's Cajun Seasoning,22,1,22,Ortalamaya Eşit,11077
Condiments,Chef Anton's Cajun Seasoning,22,5,22,Ortalamaya Eşit,10950
Condiments,Chef Anton's Cajun Seasoning,22,6,22,Ortalamaya Eşit,10704
Condiments,Chef Anton's Cajun Seasoning,22,10,17.6,Ortalamadan Fazla,10339
Condiments,Chef Anton's Cajun Seasoning,22,10,22,Ortalamaya Eşit,10635
Condiments,Chef Anton's Cajun Seasoning,22,12,22,Ortalamaya Eşit,10654
Condiments,Chef Anton's Cajun Seasoning,22,16,17.6,Ortalamadan Fazla,10464
Condiments,Chef Anton's Cajun Seasoning,22,18,17.6,Ortalamadan Fazla,10336
Condiments,Chef Anton's Cajun Seasoning,22,20,17.6,Ortalamadan Fazla,10309
Condiments,Chef Anton's Cajun Seasoning,22,20,22,Ortalamaya Eşit,10606
Condiments,Chef Anton's Cajun Seasoning,22,21,22,Ortalamaya Eşit,10846
Condiments,Chef Anton's Cajun Seasoning,22,24,17.6,Ortalamadan Fazla,10326
Condiments,Chef Anton's Cajun Seasoning,22,25,22,Ortalamaya Eşit,10636
Condiments,Chef Anton's Cajun Seasoning,22,25,22,Ortalamaya Eşit,10726
Condiments,Chef Anton's Cajun Seasoning,22,25,22,Ortalamaya Eşit,11000
Condiments,Chef Anton's Cajun Seasoning,22,30,22,Ortalamaya Eşit,10913
Condiments,Chef Anton's Cajun Seasoning,22,35,17.6,Ortalamadan Fazla,10344
Condiments,Chef Anton's Cajun Seasoning,22,50,22,Ortalamaya Eşit,10511
Condiments,Chef Anton's Cajun Seasoning,22,50,22,Ortalamaya Eşit,10527
Condiments,Chef Anton's Cajun Seasoning,22,50,22,Ortalamaya Eşit,10533
Condiments,Genen Shouyu,13,5,12.4,Ortalamadan Fazla,10323
Condiments,Genen Shouyu,13,10,15.5,Ortalamadan Az,10579
Condiments,Genen Shouyu,13,12,15.5,Ortalamadan Az,10500
Condiments,Genen Shouyu,13,20,12.4,Ortalamadan Fazla,10283
Condiments,Genen Shouyu,13,25,15.5,Ortalamadan Az,10592
Condiments,Genen Shouyu,13,50,15.5,Ortalamadan Az,10657
Condiments,Grandma's Boysenberry Spread,25,1,25,Ortalamaya Eşit,11077
Condiments,Grandma's Boysenberry Spread,25,6,20,Ortalamadan Fazla,10325
Condiments,Grandma's Boysenberry Spread,25,6,25,Ortalamaya Eşit,10830
Condiments,Grandma's Boysenberry Spread,25,12,25,Ortalamaya Eşit,10949
Condiments,Grandma's Boysenberry Spread,25,16,25,Ortalamaya Eşit,10952
Condiments,Grandma's Boysenberry Spread,25,20,25,Ortalamaya Eşit,10934
Condiments,Grandma's Boysenberry Spread,25,20,25,Ortalamaya Eşit,11076
Condiments,Grandma's Boysenberry Spread,25,30,20,Ortalamadan Fazla,10309
Condiments,Grandma's Boysenberry Spread,25,30,25,Ortalamaya Eşit,10734
Condiments,Grandma's Boysenberry Spread,25,40,25,Ortalamaya Eşit,10989
Condiments,Grandma's Boysenberry Spread,25,50,25,Ortalamaya Eşit,10871
Condiments,Grandma's Boysenberry Spread,25,70,25,Ortalamaya Eşit,10618
Condiments,Gula Malacca,19.45,2,15.5,Ortalamadan Fazla,10469
Condiments,Gula Malacca,19.45,6,19.45,Ortalamadan Fazla,10978
Condiments,Gula Malacca,19.45,9,19.45,Ortalamadan Fazla,10518
Condiments,Gula Malacca,19.45,10,19.45,Ortalamadan Fazla,10561
Condiments,Gula Malacca,19.45,10,19.45,Ortalamadan Fazla,10624
Condiments,Gula Malacca,19.45,10,19.45,Ortalamadan Fazla,10796
Condiments,Gula Malacca,19.45,12,19.45,Ortalamadan Fazla,11034
Condiments,Gula Malacca,19.45,15,15.5,Ortalamadan Fazla,10491
Condiments,Gula Malacca,19.45,15,19.45,Ortalamadan Fazla,11042
Condiments,Gula Malacca,19.45,16,15.5,Ortalamadan Fazla,10278
Condiments,Gula Malacca,19.45,16,19.45,Ortalamadan Fazla,10745
Condiments,Gula Malacca,19.45,16,19.45,Ortalamadan Fazla,10832
Condiments,Gula Malacca,19.45,18,19.45,Ortalamadan Fazla,10944
Condiments,Gula Malacca,19.45,21,15.5,Ortalamadan Fazla,10284
Condiments,Gula Malacca,19.45,21,19.45,Ortalamadan Fazla,10576
Condiments,Gula Malacca,19.45,21,19.45,Ortalamadan Fazla,10676
Condiments,Gula Malacca,19.45,24,15.5,Ortalamadan Fazla,10291
Condiments,Gula Malacca,19.45,24,19.45,Ortalamadan Fazla,10691
Condiments,Gula Malacca,19.45,28,19.45,Ortalamadan Fazla,10656
Condiments,Gula Malacca,19.45,40,15.5,Ortalamadan Fazla,10411
Condiments,Gula Malacca,19.45,40,19.45,Ortalamadan Fazla,10551
Condiments,Gula Malacca,19.45,50,19.45,Ortalamadan Fazla,10721
Condiments,Gula Malacca,19.45,77,15.5,Ortalamadan Fazla,10351
Condiments,Gula Malacca,19.45,100,15.5,Ortalamadan Fazla,10452
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,2,21.05,Ortalamadan Az,10806
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,5,16.8,Ortalamadan Fazla,10366
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,10,16.8,Ortalamadan Fazla,10351
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,10,21.05,Ortalamadan Az,10666
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,10,21.05,Ortalamadan Az,10730
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,10,21.05,Ortalamadan Az,10879
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,12,21.05,Ortalamadan Az,10597
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,12,21.05,Ortalamadan Az,10671
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,12,21.05,Ortalamadan Az,10884
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,15,16.8,Ortalamadan Fazla,10250
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,15,16.8,Ortalamadan Fazla,10367
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,15,16.8,Ortalamadan Fazla,10493
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,15,21.05,Ortalamadan Az,10664
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,15,21.05,Ortalamadan Az,10855
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,20,16.8,Ortalamadan Fazla,10251
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,20,16.8,Ortalamadan Fazla,10379
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,20,16.8,Ortalamadan Fazla,10401
